[16:10:08] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:04:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:05:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:06:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:07:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:08:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:09:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:10:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:11:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:12:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:13:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:14:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:15:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:16:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:17:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:18:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:19:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:20:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:21:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:22:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:23:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:35] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:50] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:24:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:05] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:20] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:25:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:26:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:27:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:28:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:29:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:30:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:31:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:32:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:33:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:34:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:35:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:36:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:37:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:38:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:36] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:51] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:39:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:40:06] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:40:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:40:21] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:40:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:40:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:41:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:41:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:41:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:41:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:42:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:42:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:42:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:42:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:43:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:43:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:43:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:43:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:44:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:44:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:44:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:44:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:45:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:45:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:45:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:45:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:46:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:46:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:46:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:46:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:47:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:47:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:47:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:47:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:48:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:48:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:48:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:48:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:49:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:49:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:49:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:49:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:50:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:50:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:50:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:50:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[18:51:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
